Totaal;vrijdag;2014;Limburg;1494;52,1
Totaal;ochtendspits 7 tot 9 uur;2010;Nederland;1421;47,3
Totaal;ochtendspits 7 tot 9 uur;2011;Nederland;1504;48,2
Totaal;ochtendspits 7 tot 9 uur;2012;Nederland;1402;46,1
Totaal;ochtendspits 7 tot 9 uur;2013;Nederland;1452;47,4
Totaal;ochtendspits 7 tot 9 uur;2014;Nederland;1465;47,9
Totaal;ochtendspits 7 tot 9 uur;2010;Groningen;1464;45
Totaal;ochtendspits 7 tot 9 uur;2011;Groningen;1713;47,7
Totaal;ochtendspits 7 tot 9 uur;2012;Groningen;1414;42
Totaal;ochtendspits 7 tot 9 uur;2013;Groningen;1459;42,8
Totaal;ochtendspits 7 tot 9 uur;2014;Groningen;1580;49,2
Totaal;ochtendspits 7 tot 9 uur;2010;Friesland;1456;42,9
Totaal;ochtendspits 7 tot 9 uur;2011;Friesland;1579;42,3
Totaal;ochtendspits 7 tot 9 uur;2012;Friesland;1391;46,4
Totaal;ochtendspits 7 tot 9 uur;2013;Friesland;1498;39,3
Totaal;ochtendspits 7 tot 9 uur;2014;Friesland;1693;49,1
Totaal;ochtendspits 7 tot 9 uur;2010;Drenthe;1749;44,8
Totaal;ochtendspits 7 tot 9 uur;2011;Drenthe;1890;49,3
Totaal;ochtendspits 7 tot 9 uur;2012;Drenthe;1759;47,8
Totaal;ochtendspits 7 tot 9 uur;2013;Drenthe;1976;46,8
Totaal;ochtendspits 7 tot 9 uur;2014;Drenthe;1835;46,4
Totaal;ochtendspits 7 tot 9 uur;2010;Overijssel;1509;47,1
Totaal;ochtendspits 7 tot 9 uur;2011;Overijssel;1568;50,5
Totaal;ochtendspits 7 tot 9 uur;2012;Overijssel;1413;42,9
Totaal;ochtendspits 7 tot 9 uur;2013;Overijssel;1422;41,1
Totaal;ochtendspits 7 tot 9 uur;2014;Overijssel;1495;47,7
Totaal;ochtendspits 7 tot 9 uur;2010;Flevoland;1829;54,5
Totaal;ochtendspits 7 tot 9 uur;2011;Flevoland;1923;55,1
Totaal;ochtendspits 7 tot 9 uur;2012;Flevoland;1716;49
Totaal;ochtendspits 7 tot 9 uur;2013;Flevoland;1817;51
Totaal;ochtendspits 7 tot 9 uur;2014;Flevoland;1742;50,7
Totaal;ochtendspits 7 tot 9 uur;2010;Gelderland;1423;45,4
